"","Year","DonorCode","DonorName","AgencyCode","AgencyName","CrsID","ProjectNumber","InitialReport","RecipientCode","RecipientName","RegionCode","RegionName","IncomegroupCode","IncomegroupName","FlowCode","FlowName","Bi_Multi","Category","Finance_t","Aid_t","USD_Commitment","USD_Disbursement","USD_Received","USD_Commitment_Defl","USD_Disbursement_Defl","USD_Received_Defl","USD_Adjustment","USD_Adjustment_Defl","USD_AmountUntied","USD_AmountPartialTied","USD_AmountTied","USD_AmountUntied_Defl","USD_AmountPartialTied_Defl","USD_Amounttied_Defl","USD_IRTC","USD_Expert_Commitment","USD_Expert_Extended","USD_Export_Credit","CurrencyCode","Commitment_National","Disbursement_National","GrantEquiv","USD_GrantEquiv","ShortDescription","ProjectTitle","PurposeCode","PurposeName","SectorCode","SectorName","ChannelCode","ChannelName","ChannelReportedName","ParentChannelCode","Geography","ExpectedStartDate","CompletionDate","LongDescription","SDGfocus","Gender","Environment","PDGG","Trade","RMNCH","DRR","Nutrition","Disability","FTC","PBA","InvestmentProject","AssocFinance","Biodiversity","ClimateMitigation","ClimateAdaptation","Desertification","CommitmentDate","TypeRepayment","NumberRepayment","Interest1","Interest2","Repaydate1","Repaydate2","USD_Interest","USD_Outstanding","USD_Arrears_Principal","USD_Arrears_Interest","BudgetIdent","CapitalExpend","PSIflag","PSIAddType","PSIAddAssess","PSIAddDevObj","ID"
"48592",2015,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2015009745","11_I+002_CHN_G_ETS-C",3,730,"China",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0,1.05418,0,0,1.13521,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,1.05418,1.05418,1.05418,"CAPACITY BUILDING TO SUPPORT THE ESTABLISHMENT OF A NATIONAL EMISSION TRADING SCHEME (ETS) IN CHINA","Capacity Building to support the establishment of a National Emission Trading Scheme (ETS) in China",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",10000,"Public Sector Institutions","GIZ",10000,"","7/1/2012","11/30/2016","The project promotes the reduction of greenhouse gas emissions and fosters the development of a low-carbon economy in China by introducing a national 'cap and trade' emissions trading system (ETS).","0",0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,"12/4/2011",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"0","0",28
"48598",2015,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2015009751","11_I+014_MEX_G_NAMA-",3,358,"Mexico",10005,"Caribbean & Central America",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0.0338964,1.15177,0,0.0365021,1.2403,0,0,0,0.0283713,0,0.00552511,0.0305522,0,0.00594984,0,0,0,0,302,0.0338964,1.15177,1.15177,1.15177,"NAMA-PROGRAM (NATIONALLY APPROPRIATE MITIGATION ACTION)","NAMA-Program (nationally appropriate mitigation action)",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",10000,"Public Sector Institutions","GIZ",10000,"","9/1/2011","11/30/2015","The aim of the project 'Mexican-German NAMA-program' is to (a) prepare the first Mexican NAMAs in the sectors building and renovation of houses, energy efficiency in small and medium-sized enterprises (SMEs) and in the cargo traffic for a broad implementation and international co-financing and (b) advise the country in implementing a NAMA-coordination office.","0",0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,"12/31/2015",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"0","0",29
"48599",2015,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2015009752","11_I+015_CHN_G_FoBi",3,730,"China",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"D02",0.443705,0.721575,0,0.477813,0.777044,0,0,0,0.371381,0,0.0723239,0.39993,0,0.0778836,0,0,0,0,302,0.443705,0.721575,0.721575,0.721575,"TRAINING LEADERS IN THE ENVIRONMENT AND CLIMATE SECTOR - PHASE II","Training Leaders in the Environment and Climate Sector - Phase II",41081,"Environmental education/training",410,"Gen. Environment Protection",10000,"Public Sector Institutions","GIZ",10000,"","1/1/2012","2/28/2016","This project aims to provide training and development for high-ranking experts, senior managers and leaders from the Party, State Council and local authorities on environmental standards, environmental legislation, environment policy tools and environmental economic instruments, as well as aspects of climate change.","0",0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"12/31/2015",0,0,"",0,"","",0,0,0,0,41081,0,0,0,"0","0",30
"48631",2015,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2015009784","12_I_143_IND_G_Klima",3,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.881197,0,0,0.948937,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.881197,0.881197,0.881197,"PERMANENT OFFICE - INDO-GERMAN ENERGY FORUM (PHASE 2 - CLIMATE CHANGE MITIGATION AND DECENTRALISED POWER GENERATION - INDO-GERMAN ENERGY FORUM)","Permanent Office - Indo-German Energy Forum (Phase 2 - Climate Change Mitigation and Decentralised Power Generation - Indo-German Energy Forum)",23110,"Energy policy and administrative management",231,"Energy",10000,"Public Sector Institutions","GIZ",10000,"","4/1/2012","5/31/2015","The Indo-German Energy Forum (DIEF) is the only institutionalised bilateral platform for energy dialogue in India. Through the permanent office already established in New Delhi, the project aims to give substance to the DIEF s services and activities.","0",0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,"3/29/2012",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"0","0",31
"48632",2015,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2015009785","12_I_148_ZAF_G_Trans",3,218,"South Africa",10003,"South of Sahara",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0,0.997691,0,0,1.07439,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.997691,0.997691,0.997691,"DEVELOPMENT OF INNOVATIVE LOGISTICS AND SUPPLY STRUCTURES IN THE REFRIDGERATED TRANSPORT SECTOR IN SOUTH AFRICA","Development of Innovative Logistics and Supply Structures in the Refridgerated Transport Sector in South Africa",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",10000,"Public Sector Institutions","GIZ",10000,"","6/1/2012","4/30/2016","The project aims to encourage the environmentally-friendly development of the sector for transportation of chilled good, which nowadays causes a large amount of greenhouse gas emissions.","0",0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"5/10/2012",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"0","0",32
"48636",2015,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2015009789","12_I_182_IDN_G_LCORE",3,738,"Indonesia",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0.493622,0.811851,0,0.531567,0.874259,0,0,0,0.413161,0,0.0804603,0.444922,0,0.0866455,0,0,0,0,302,0.493622,0.811851,0.811851,0.811851,"PROMOTION OF LEAST COST RENEWABLES IN INDONESIA (LCORE-INDO)","Promotion of Least Cost Renewables in Indonesia (LCORE-INDO)",23110,"Energy policy and administrative management",231,"Energy",10000,"Public Sector Institutions","GIZ",10000,"","3/1/2012","2/28/2015","The project assists Indonesia in planning and implementing renewable energy programmes that have the best cost-benefit ratio in relation to electricity generation and CO2 reduction. In the process, it helps the country attain its climate-policy and economic goals.","0",0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,"12/31/2015",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"0","0",33
"48638",2015,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2015009791","12_I_189_THA_G_Energ",3,764,"Thailand",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0,0.945696,0,0,1.01839,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.945696,0.945696,0.945696,"NATIONAL ENERGY EFFICIENCY PLAN AS A CORE ELEMENT FOR AN ACTIVITY- AND EVIDENCE-BASED MITIGATION STRATEGY","National energy efficiency plan as a core element for an activity- and evidence-based mitigation strategy",23110,"Energy policy and administrative management",231,"Energy",10000,"Public Sector Institutions","GIZ",10000,"","2/21/2012","4/30/2015","The project will support the formulation and implementation of a national energy efficiency plan for Thailand, with the aim of tapping efficient and cost-effective potential.","0",0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,"2/21/2012",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"0","0",34
"48668",2015,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2015009821","13_I_198_CHN_G_ Klim",3,730,"China",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"D02",0,0.738912,0,0,0.795713,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.738912,0.738912,0.738912,"TRAINING OF KEY STAKEHOLDERS FOR CLIMATE PROTECTION IN THE HOUSING SECTOR","Training of key stakeholders for climate protection in the housing sector",23181,"Energy education/training",231,"Energy",10000,"Public Sector Institutions","GIZ",10000,"","12/1/2013","1/31/2016","Buildings contribute about 30 % of the national primary energy consumption and associated greenhouse gas emissions in China.","0",0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"12/19/2013",0,0,"",0,"","",0,0,0,0,23181,0,0,0,"0","0",35
"48669",2015,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2015009822","13_I_199_THL_G_Entwi",3,764,"Thailand",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0,1.18294,0,0,1.27387,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,1.18294,1.18294,1.18294,"SUPPORT TO THE STRATEGIC ALIGNMENT AND IMPLEMENTATION OF CLIMATE CHANGE POLICY IN THAILAND","Support to the Strategic Alignment and Implementation of Climate Change policy in Thailand",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",10000,"Public Sector Institutions","GIZ",10000,"","1/1/2014","1/31/2017","The aim oft the projcet is to support Thailands government implemantation of an climate policy.","0",0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"1/1/2014",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"0","0",36
"48680",2015,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2015009833","13_I+026_IND_G_NAMA",3,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.899514,0,0,0.968661,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.899514,0.899514,0.899514,"SUPPORT OF NAMA (NATIONALLY APPROPRIATE MITIGATION ACTION) AND MEASUREMENT, REPORTING AND VERIFICATION DEVELOPMENT AS PART OF INDIAN CLIMATE POLICY","Support of NAMA (nationally appropriate mitigation action) and Measurement, Reporting and Verification development as part of Indian climate policy",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",10000,"Public Sector Institutions","GIZ",10000,"","9/1/2013","8/31/2017","The Indian government launched the use of NAMAs as a way to reduce greenhouse gases. Consultancy and advice is given/ offered through the Indian Ministry of Environment Coordination Office.","0",0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,"8/15/2013",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"0","0",37
"48681",2015,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2015009834","13_I+027_VNM_G_(I)",8,769,"Vietnam",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",1.0997,1.0997,0,1.18424,1.18424,0,0,0,0.92045,0,0.179251,0.991207,0,0.193031,0,0,0,0,302,1.0997,1.0997,1.0997,1.0997,"CREATION OF A COMPREHENSIVE FRAMEWORK FOR NAMAS AND MRV (MONITORING, REPORTING AND VERIFICATION) IN VIET NAM","Creation of a comprehensive framework for NAMAs and MRV (monitoring, reporting and verification) in Viet Nam",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",10000,"Public Sector Institutions","GIZ",10000,"","1/1/2014","3/31/2018","The aim of the project is to support the Vietnamese Ministry of Natural Resources and Environment in coordinating the implementation of NAMAs (nationally appropriate mitigation actions).","0",0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,"12/31/2015",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"0","0",38
"48697",2015,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2015009850","13_III_045_IDN_G_LAM",3,738,"Indonesia",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,1.03287,0,0,1.11227,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,1.03287,1.03287,1.03287,"LOCALLY APPROPRIATE MITIGATION ACTIONS IN INDONESIA","Locally appropriate mitigation actions in Indonesia",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",10000,"Public Sector Institutions","GIZ",10000,"","12/1/2013","11/30/2017","Capacities for the development and implementation of four NAMA (nationally appropriate mitigation action) green growth initiatives are enhanced that aim at reducing emissions from agriculture, forestry and other land uses as well as socio-economic growth promotion on national level and selected local government levels in Indonesia","0",0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,"12/23/2013",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"0","0",39
"48711",2015,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2015009864","14_I_206_IDN_G_Green",3,738,"Indonesia",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,1.31627,0,0,1.41746,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,1.31627,1.31627,1.31627,"NAMA (NATIONALLY APPROPRIATE MITIGATION ACTION) GREEN CHILLERS AND INDUSTRIAL ENERGY EFFICIENCY PROGRAMME","NAMA (nationally appropriate mitigation action) Green Chillers and Industrial Energy Efficiency Programme",23110,"Energy policy and administrative management",231,"Energy",10000,"Public Sector Institutions","GIZ",10000,"","6/1/2014","5/31/2018","The project provides support to Indonesia, primarily the Ministry of Energy, in creating and implementing a reliable framework for fostering energy efficiency in the cooling and air-conditioning sector. Since demand for these technologies is rapidly increasing, improving their energy efficiency could make a key contribution to the national climate change mitigation goals.","0",0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"6/17/2014",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"0","0",40
"48716",2015,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2015009869","14_I_213_ CHN_G_ Par",3,730,"China",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0,1.73085,0,0,1.8639,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,1.73085,1.73085,1.73085,"SINO-GERMAN CLIMATE PARTNERSHIP AND COOPERATION ON RENEWABLE ENERGIES","Sino-German Climate Partnership and Cooperation on Renewable Energies",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",10000,"Public Sector Institutions","GIZ",10000,"","4/1/2014","3/31/2017","The aim of the project is to promote bilateral dialogue with China on climate change mitigation and the transformation to a low-carbon economy. It is the continuation of a previous project and provides support to the bilateral climate working group led by the NDRC (National Development and Reform Commission) and German Federal Ministry for the Environment, Nature Conservation and Nuclear Safety (BMUB).","0",0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"3/6/2014",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"0","0",41
"48738",2015,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2015009891","15_I_248_ZAF_A_Low-C",1,218,"South Africa",10003,"South of Sahara",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0.380171,0,0,0.409395,0,0,0,0,0.318203,0,0.0619678,0.342664,0,0.0667314,0,0,0,0,302,0.380171,0,0,0,"LOW-CARBON DEVELOPMENT FRAMEWORKS IN SOUTH AFRICA","Low-Carbon Development Frameworks in South Africa",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",22000,"Donor country-based NGO","Donor country-based NGO",22000,"","12/1/2015","11/30/2017","This project aims at providing input to the rollout of South Africa's National Climate Change Response Policy to maximize mitigation ambition with concrete sectoral targets, to deepen the understanding and reveal opportunities beyond the current economic trajectory. Plans are to evaluate experiences with mitigation regimes of six comparable countries and conduct studies on one mitigation measure and both their economic feasibility and socio-economic implications for each of the following five sectors energy, transport, industry, waste, agriculture, forestry & other land use.","0",0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,"11/5/2015",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"0","0",42
"48745",2015,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2015009898","15_I_234_CHN_G_ Low",1,730,"China",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",3.88242,1.05047,0,4.18087,1.13122,0,0,0,3.24958,0,0.632834,3.49939,0,0.681481,0,0,0,0,302,3.88242,1.05047,1.05047,1.05047,"CLIMATE PROTECTION THROUGH LOW CARBON PROJECTS IN THE CITY NETWORK OF THE PROVINCE JIANGSU","Climate protection through low carbon projects in the city network of the province Jiangsu",23183,"Energy conservation and demand-side efficiency",231,"Energy",10000,"Public Sector Institutions","GIZ",10000,"","2/1/2015","9/30/2018","The project supports the Jiangsu Development and Reform Commission in drafting holistic energy strategies adapted to the requirements of cities and industry sectors. It focuses on providing advice on integrated, innovative energy systems, especially in terms of energy streams and materials flows, increased energy efficiency and renewable energies. The project enables German expertise to be shared and promotes skills development for energy management teams. The introduction of innovative energy systems in Jiangsu contributes to China s climate change and urbanization objectives.","0",0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"6/3/2015",0,0,"",0,"","",0,0,0,0,23183,0,0,0,"0","0",43
"48747",2015,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2015009900","15_I_235_CHN_G_Zusam",1,730,"China",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",3.88242,0.805602,0,4.18087,0.86753,0,0,0,3.24958,0,0.632834,3.49939,0,0.681481,0,0,0,0,302,3.88242,0.805602,0.805602,0.805602,"SINO-GERMAN COOPERATION ON LOW CARBON TRANSPORT","Sino-German cooperation on low carbon transport",21010,"Transport policy and administrative management",210,"Transport and Storage",10000,"Public Sector Institutions","GIZ",10000,"","3/1/2015","1/31/2019","The objective of this project is to ensure that decision-makers in relevant government departments have strategies at their disposal that enable them to develop China's transport sector in a climate-friendly manner. The project advises the Chinese Government via several channels focusing on the development of a monitoring, reporting, verification (MRV) system for the transport sector. The implementation of pilot projects will lead to direct reductions in emissions, while the development of mitigation capacity will lead to indirect reductions.","0",0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"4/21/2015",0,0,"",0,"","",0,0,0,0,21010,0,0,0,"0","0",44
"48754",2015,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2015009907","15_I_253_IDN_A_Optim",1,738,"Indonesia",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",1.90793,0.0320033,0,2.0546,0.0344635,0,0,0,1.59694,0,0.310993,1.7197,0,0.334899,0,0,0,0,302,1.90793,0.0320033,0.0320033,0.0320033,"REDUCING EMISSIONS THROUGH INTEGRATION AND OPTIMIZATION OF PUBLIC TRANSPORT IN JAKARTA","Reducing Emissions through Integration and Optimization of Public Transport in Jakarta",21010,"Transport policy and administrative management",210,"Transport and Storage",22000,"Donor country-based NGO","Donor country-based NGO",22000,"","9/1/2015","8/31/2019","TransJakarta, the first and longest Bus rapid transit (BRT) system in Asia. The Institute for Transportation and Development Policy (ITDP) has been asked to help physically integrate it with the new Metro, optimize its services, improve NMT access, and help the city reform new zoning and parking regulations in the city. A goal is to upgrade TransJakarta to Gold Standard BRT and change zoning and parking regulations to be consistent with Gold Standard transit oriented development.ITDP has also been asked by the Mayor of Medan to develop a conceptual plan for the first full BRT outside Jakarta.","0",0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"8/28/2015",0,0,"",0,"","",0,0,0,0,21010,0,0,0,"0","0",45
