"","Recipient","DonorName","flow_type","year","Value"
"12450","Vietnam","Germany","Disbursements",2018,0.180413
"12451","Vietnam","Germany","Disbursements",2018,0.012982
"12452","Vietnam","Germany","Disbursements",2018,0.621027
"12454","Vietnam","Germany","Disbursements",2018,2.938036
"12455","Vietnam","Germany","Disbursements",2018,0.07061
"12456","Vietnam","Germany","Disbursements",2018,0.120316
"12457","Vietnam","Germany","Disbursements",2018,0.000509
"12458","Vietnam","Germany","Disbursements",2018,3.050634
"12460","Vietnam","Germany","Disbursements",2018,0.975893
"12461","Brazil","Japan","Disbursements",2018,0.023307
"12463","Brazil","Japan","Disbursements",2018,0.70311
"12467","Brazil","Japan","Disbursements",2018,0.021001
"12472","Brazil","Japan","Disbursements",2018,0.161983
"12473","Brazil","Japan","Disbursements",2018,0.012976
"12474","Brazil","Japan","Disbursements",2018,0.037759
"12482","China","Japan","Disbursements",2018,0.012921
"12486","China","Japan","Disbursements",2018,1.729535
"12489","India","Japan","Disbursements",2018,1.857507
"12490","India","Japan","Disbursements",2018,0.008512
"12491","India","Japan","Disbursements",2018,2.647001
"12500","India","Japan","Disbursements",2018,0.111475
"12503","Indonesia","Japan","Disbursements",2018,1.348424
"12504","Indonesia","Japan","Disbursements",2018,0.645648
"12505","Indonesia","Japan","Disbursements",2018,0.146281
"12509","Indonesia","Japan","Disbursements",2018,0.138748
"12512","Indonesia","Japan","Disbursements",2018,0.051069
"12514","Indonesia","Japan","Disbursements",2018,1.217174
"12516","Indonesia","Japan","Disbursements",2018,0.487342
"12517","Mexico","Japan","Disbursements",2018,0.006238
"12519","Mexico","Japan","Disbursements",2018,0.011916
"12523","Mexico","Japan","Disbursements",2018,0.00479
"12524","Mexico","Japan","Disbursements",2018,0.011002
"12528","Mexico","Japan","Disbursements",2018,0.025091
"12531","Pakistan","Japan","Disbursements",2018,1.3957
"12532","Pakistan","Japan","Disbursements",2018,0.24238
"12533","Pakistan","Japan","Disbursements",2018,0.942675
"12542","Pakistan","Japan","Disbursements",2018,0.001114
"12545","Philippines","Japan","Disbursements",2018,0.65828
"12546","Philippines","Japan","Disbursements",2018,60.090928
"12547","Philippines","Japan","Disbursements",2018,0.059717
"12551","Philippines","Japan","Disbursements",2018,0.002563
"12554","Philippines","Japan","Disbursements",2018,0.030732
"12556","Philippines","Japan","Disbursements",2018,0.003396
"12558","Philippines","Japan","Disbursements",2018,1.724872
"12560","South Africa","Japan","Disbursements",2018,0.004545
"12561","South Africa","Japan","Disbursements",2018,0.644019
"12568","South Africa","Japan","Disbursements",2018,0.030949
"12570","South Africa","Japan","Disbursements",2018,0.000561
"12573","Thailand","Japan","Disbursements",2018,0.578959
"12575","Thailand","Japan","Disbursements",2018,0.462106
"12584","Thailand","Japan","Disbursements",2018,1.598021
"12586","Thailand","Japan","Disbursements",2018,0.030002
"12587","Vietnam","Japan","Disbursements",2018,1.624381
"12588","Vietnam","Japan","Disbursements",2018,10.102746
"12589","Vietnam","Japan","Disbursements",2018,0.108423
"12593","Vietnam","Japan","Disbursements",2018,0.259286
"12598","Vietnam","Japan","Disbursements",2018,3.24129
"12600","Vietnam","Japan","Disbursements",2018,0.020401
"12602","Brazil","Korea","Disbursements",2018,0.007293
"12626","China","Korea","Disbursements",2018,0.006948
"12631","India","Korea","Disbursements",2018,0.008822
"12642","India","Korea","Disbursements",2018,0.026511
"12643","Indonesia","Korea","Disbursements",2018,0.063051
"12644","Indonesia","Korea","Disbursements",2018,0.005552
"12645","Indonesia","Korea","Disbursements",2018,0.064233
"12648","Indonesia","Korea","Disbursements",2018,0.413236
"12651","Indonesia","Korea","Disbursements",2018,0.050525
"12654","Indonesia","Korea","Disbursements",2018,3.278128
"12655","Indonesia","Korea","Disbursements",2018,0.020246
"12656","Indonesia","Korea","Disbursements",2018,0.149587
"12658","Mexico","Korea","Disbursements",2018,0.007293
"12659","Mexico","Korea","Disbursements",2018,0.082002
"12662","Mexico","Korea","Disbursements",2018,0.181787
"12665","Mexico","Korea","Disbursements",2018,0.090029
"12671","Pakistan","Korea","Disbursements",2018,0.083057
"12673","Pakistan","Korea","Disbursements",2018,0.04976
"12680","Pakistan","Korea","Disbursements",2018,0.011894
"12683","Pakistan","Korea","Disbursements",2018,0.011248
"12684","Pakistan","Korea","Disbursements",2018,0.050562
"12686","Philippines","Korea","Disbursements",2018,0.037059
"12693","Philippines","Korea","Disbursements",2018,0.005909
"12694","Philippines","Korea","Disbursements",2018,0.005947
"12696","Philippines","Korea","Disbursements",2018,0.161227
"12697","Philippines","Korea","Disbursements",2018,0.036357
"12698","Philippines","Korea","Disbursements",2018,0.079871
"12714","Thailand","Korea","Disbursements",2018,0.020749
"12726","Thailand","Korea","Disbursements",2018,0.026511
"12727","Vietnam","Korea","Disbursements",2018,1.91683
"12728","Vietnam","Korea","Disbursements",2018,0.052152
"12732","Vietnam","Korea","Disbursements",2018,0.379947
"12735","Vietnam","Korea","Disbursements",2018,0.275636
"12737","Vietnam","Korea","Disbursements",2018,0.115336
"12738","Vietnam","Korea","Disbursements",2018,1.040986
"12739","Vietnam","Korea","Disbursements",2018,1.090319
"12740","Vietnam","Korea","Disbursements",2018,5.690302
"12794","Indonesia","Netherlands","Disbursements",2018,0.059011
"12892","Brazil","Sweden","Disbursements",2018,0.60782
"12913","India","Sweden","Disbursements",2018,0.043151
"12920","India","Sweden","Disbursements",2018,0.236813
"12934","Indonesia","Sweden","Disbursements",2018,0.197344
"12955","Pakistan","Sweden","Disbursements",2018,0.077097
"12976","Philippines","Sweden","Disbursements",2018,0.584139
"12990","South Africa","Sweden","Disbursements",2018,0.623608
"13004","Thailand","Sweden","Disbursements",2018,0.102619
"13032","Brazil","Switzerland","Disbursements",2018,0.000256
"13046","China","Switzerland","Disbursements",2018,0.965517
"13049","India","Switzerland","Disbursements",2018,0.00409
"13051","India","Switzerland","Disbursements",2018,0.697936
"13054","India","Switzerland","Disbursements",2018,1.402552
"13060","India","Switzerland","Disbursements",2018,1.471777
"13064","Indonesia","Switzerland","Disbursements",2018,0.000767
"13076","Indonesia","Switzerland","Disbursements",2018,7.464976
"13096","Pakistan","Switzerland","Disbursements",2018,0.061516
"13102","Pakistan","Switzerland","Disbursements",2018,0.084025
"13122","South Africa","Switzerland","Disbursements",2018,0.552204
"13132","South Africa","Switzerland","Disbursements",2018,2.783216
"13160","Vietnam","Switzerland","Disbursements",2018,1.124859
"13164","Brazil","UK","Disbursements",2018,1.882563
"13168","Brazil","UK","Disbursements",2018,0.012881
"13177","China","UK","Disbursements",2018,1.790295
"13178","China","UK","Disbursements",2018,0.022286
"13181","China","UK","Disbursements",2018,0.149004
"13185","China","UK","Disbursements",2018,0.261594
"13186","China","UK","Disbursements",2018,0.177953
"13187","China","UK","Disbursements",2018,0.026677
"13188","China","UK","Disbursements",2018,0.005295
"13189","India","UK","Disbursements",2018,0.1884
"13191","India","UK","Disbursements",2018,3.507644
"13192","India","UK","Disbursements",2018,0.000128
"13193","India","UK","Disbursements",2018,0.189808
"13197","India","UK","Disbursements",2018,0.108531
"13200","India","UK","Disbursements",2018,5.01972
"13202","India","UK","Disbursements",2018,3.245791
"13213","Indonesia","UK","Disbursements",2018,0.062524
"13214","Indonesia","UK","Disbursements",2018,12.79081
"13219","Mexico","UK","Disbursements",2018,0.124159
"13230","Mexico","UK","Disbursements",2018,0.011152
"13231","Pakistan","UK","Disbursements",2018,0.463816
"13241","Pakistan","UK","Disbursements",2018,0.521506
"13242","Pakistan","UK","Disbursements",2018,15.081113
"13244","Pakistan","UK","Disbursements",2018,0.317276
"13256","Philippines","UK","Disbursements",2018,0.002348
"13267","South Africa","UK","Disbursements",2018,0.034006
"13270","South Africa","UK","Disbursements",2018,0.003655
"13279","Thailand","UK","Disbursements",2018,0.074429
"13284","Thailand","UK","Disbursements",2018,0.030815
"13287","Vietnam","UK","Disbursements",2018,0.330175
"13297","Vietnam","UK","Disbursements",2018,0.027344
"13298","Vietnam","UK","Disbursements",2018,0.290034
"13302","Brazil","USA","Disbursements",2018,0.81023
"13303","Brazil","USA","Disbursements",2018,0.2
"13304","Brazil","USA","Disbursements",2018,0.28334
"13312","Brazil","USA","Disbursements",2018,0.01797
"13315","China","USA","Disbursements",2018,0.01912
"13316","China","USA","Disbursements",2018,1.7174
"13317","China","USA","Disbursements",2018,1.04058
"13319","China","USA","Disbursements",2018,0.07761
"13326","China","USA","Disbursements",2018,0.60774
"13329","India","USA","Disbursements",2018,0.34914
"13330","India","USA","Disbursements",2018,1.09133
"13331","India","USA","Disbursements",2018,1.19633
"13334","India","USA","Disbursements",2018,0.53605
"13336","India","USA","Disbursements",2018,0.22307
"13340","India","USA","Disbursements",2018,0.01578
"13342","India","USA","Disbursements",2018,0.6325
"13344","Indonesia","USA","Disbursements",2018,0.49236
"13345","Indonesia","USA","Disbursements",2018,0.61123
"13350","Indonesia","USA","Disbursements",2018,0.17378
"13354","Indonesia","USA","Disbursements",2018,3.07176
"13358","Mexico","USA","Disbursements",2018,0.47301
"13368","Mexico","USA","Disbursements",2018,1.62665
"13371","Pakistan","USA","Disbursements",2018,7.83956
"13373","Pakistan","USA","Disbursements",2018,85.31151
"13382","Pakistan","USA","Disbursements",2018,0.02055
"13385","Philippines","USA","Disbursements",2018,0.09304
"13387","Philippines","USA","Disbursements",2018,0.08318
"13388","Philippines","USA","Disbursements",2018,0.00152
"13390","Philippines","USA","Disbursements",2018,0.50585
"13396","Philippines","USA","Disbursements",2018,1.81465
"13401","South Africa","USA","Disbursements",2018,0.08585
"13402","South Africa","USA","Disbursements",2018,0.15314
"13412","South Africa","USA","Disbursements",2018,0.20187
"13424","Thailand","USA","Disbursements",2018,0.1
"13425","Thailand","USA","Disbursements",2018,0.06
"13428","Vietnam","USA","Disbursements",2018,0.25394
"13429","Vietnam","USA","Disbursements",2018,1.18512
"13438","Vietnam","USA","Disbursements",2018,5.91467
"13450","Brazil","Australia","Commitments",2019,0.005891
"13469","India","Australia","Commitments",2019,0.312266
"13471","India","Australia","Commitments",2019,0.155009
"13477","India","Australia","Commitments",2019,0.855868
"13482","India","Australia","Commitments",2019,0.17843
"13483","Indonesia","Australia","Commitments",2019,2.020152
"13485","Indonesia","Australia","Commitments",2019,1.279286
"13494","Indonesia","Australia","Commitments",2019,1.844051
"13496","Indonesia","Australia","Commitments",2019,1.261438
"13513","Pakistan","Australia","Commitments",2019,0.632321
"13522","Pakistan","Australia","Commitments",2019,0.011082
"13524","Pakistan","Australia","Commitments",2019,0.017127
"13525","Philippines","Australia","Commitments",2019,0.802257
"13527","Philippines","Australia","Commitments",2019,0.02026
"13536","Philippines","Australia","Commitments",2019,0.186358
"13538","Philippines","Australia","Commitments",2019,0.114056
"13548","South Africa","Australia","Commitments",2019,0.00019
"13551","South Africa","Australia","Commitments",2019,0.248956
"13553","Thailand","Australia","Commitments",2019,0.027973
"13567","Vietnam","Australia","Commitments",2019,2.229486
"13569","Vietnam","Australia","Commitments",2019,0.050649
"13578","Vietnam","Australia","Commitments",2019,0.094939
"13580","Vietnam","Australia","Commitments",2019,0.085576
"13606","China","Canada","Commitments",2019,0.981329
"13620","India","Canada","Commitments",2019,0.027259
"13634","Indonesia","Canada","Commitments",2019,0.114955
"13635","Indonesia","Canada","Commitments",2019,0.044499
"13648","Mexico","Canada","Commitments",2019,0.613327
"13662","Pakistan","Canada","Commitments",2019,0.011303
"13676","Philippines","Canada","Commitments",2019,0.048041
"13678","Philippines","Canada","Commitments",2019,0.036511
"13690","South Africa","Canada","Commitments",2019,0.013123
"13706","Thailand","Canada","Commitments",2019,0.004151
"13718","Vietnam","Canada","Commitments",2019,0.144122
"13720","Vietnam","Canada","Commitments",2019,0.033503
"13751","India","Denmark","Commitments",2019,9.041564
"13762","India","Denmark","Commitments",2019,1.045853
"13774","Indonesia","Denmark","Commitments",2019,11.139826
"13788","Mexico","Denmark","Commitments",2019,0.493163
"13821","South Africa","Denmark","Commitments",2019,0.019792
"13849","Vietnam","Denmark","Commitments",2019,0.025907
"13858","Vietnam","Denmark","Commitments",2019,0.003059
"13860","Vietnam","Denmark","Commitments",2019,0.094876
"13872","Brazil","France","Commitments",2019,0.005958
"13874","Brazil","France","Commitments",2019,0.786846
"13885","China","France","Commitments",2019,0.003638
"13886","China","France","Commitments",2019,0.005834
"13888","China","France","Commitments",2019,0.016176
"13889","India","France","Commitments",2019,0.640983
"13900","India","France","Commitments",2019,56.000093
"13902","India","France","Commitments",2019,0.017485
"13905","Indonesia","France","Commitments",2019,0.436583
"13914","Indonesia","France","Commitments",2019,71.366559
"13919","Mexico","France","Commitments",2019,0.083947
"13928","Mexico","France","Commitments",2019,0.022751
"13930","Mexico","France","Commitments",2019,39.704216
"13942","Pakistan","France","Commitments",2019,0.002491
"13956","Philippines","France","Commitments",2019,0.021299
"13957","Philippines","France","Commitments",2019,0.017206
"13958","Philippines","France","Commitments",2019,0.008892
"13969","South Africa","France","Commitments",2019,0.167911
"13971","South Africa","France","Commitments",2019,0.00375
"13986","Thailand","France","Commitments",2019,0.846054
"13992","Vietnam","France","Commitments",2019,0.003358
"13998","Vietnam","France","Commitments",2019,0.018166
"14000","Vietnam","France","Commitments",2019,0.126231
"14001","Brazil","Germany","Commitments",2019,0.001579
"14003","Brazil","Germany","Commitments",2019,0.576925
"14004","Brazil","Germany","Commitments",2019,0.073637
"14008","Brazil","Germany","Commitments",2019,1.121437
"14009","Brazil","Germany","Commitments",2019,0.095824
"14010","Brazil","Germany","Commitments",2019,0.493557
"14012","Brazil","Germany","Commitments",2019,1.309751
"14013","Brazil","Germany","Commitments",2019,0.28704
"14015","China","Germany","Commitments",2019,7.797123
"14017","China","Germany","Commitments",2019,1.1632
"14020","China","Germany","Commitments",2019,6.149042
"14021","China","Germany","Commitments",2019,0.326132
"14022","China","Germany","Commitments",2019,0.221163
"14023","China","Germany","Commitments",2019,3.272422
"14026","China","Germany","Commitments",2019,0.643237
"14028","China","Germany","Commitments",2019,3.13257
"14029","India","Germany","Commitments",2019,2.015001
"14034","India","Germany","Commitments",2019,529.396447
"14036","India","Germany","Commitments",2019,0.23352
"14037","India","Germany","Commitments",2019,4.201192
"14038","India","Germany","Commitments",2019,0.46457
"14040","India","Germany","Commitments",2019,5.400991
"14041","India","Germany","Commitments",2019,0.3627
"14042","India","Germany","Commitments",2019,177.112952
"14045","Indonesia","Germany","Commitments",2019,0.559722
"14056","Indonesia","Germany","Commitments",2019,0.801773
"14057","Mexico","Germany","Commitments",2019,4.477779
"14068","Mexico","Germany","Commitments",2019,5.619613
"14073","Pakistan","Germany","Commitments",2019,0.005597
"14074","Pakistan","Germany","Commitments",2019,0.053655
"14082","Pakistan","Germany","Commitments",2019,2.798612
"14096","Philippines","Germany","Commitments",2019,5.641546
"14098","Philippines","Germany","Commitments",2019,1.236157
"14108","South Africa","Germany","Commitments",2019,0.454495
"14111","South Africa","Germany","Commitments",2019,0.005076
"14118","Thailand","Germany","Commitments",2019,0.336456
"14125","Thailand","Germany","Commitments",2019,0.016792
"14126","Thailand","Germany","Commitments",2019,0.73655
"14130","Vietnam","Germany","Commitments",2019,0.054229
"14131","Vietnam","Germany","Commitments",2019,0.375535
"14135","Vietnam","Germany","Commitments",2019,2.511615
"14138","Vietnam","Germany","Commitments",2019,3.2735
"14139","Vietnam","Germany","Commitments",2019,0.009627
"14140","Vietnam","Germany","Commitments",2019,1.437492
"14141","Brazil","Japan","Commitments",2019,0.012902
"14143","Brazil","Japan","Commitments",2019,0.040485
"14147","Brazil","Japan","Commitments",2019,0.026502
"14151","Brazil","Japan","Commitments",2019,0.050502
"14152","Brazil","Japan","Commitments",2019,0.172549
"14154","Brazil","Japan","Commitments",2019,0.042
"14166","China","Japan","Commitments",2019,0.888489
"14167","China","Japan","Commitments",2019,0.036282
"14169","India","Japan","Commitments",2019,2.1863
"14171","India","Japan","Commitments",2019,2.433003
"14175","India","Japan","Commitments",2019,0.010659
"14177","India","Japan","Commitments",2019,0.010453
"14180","India","Japan","Commitments",2019,0.230238
"14183","Indonesia","Japan","Commitments",2019,0.259669
"14184","Indonesia","Japan","Commitments",2019,0.082406
"14185","Indonesia","Japan","Commitments",2019,0.061933
"14189","Indonesia","Japan","Commitments",2019,0.195906
"14192","Indonesia","Japan","Commitments",2019,0.073139
"14194","Indonesia","Japan","Commitments",2019,0.829882
"14196","Indonesia","Japan","Commitments",2019,0.554546
"14197","Mexico","Japan","Commitments",2019,0.001283
"14199","Mexico","Japan","Commitments",2019,0.05384
"14203","Mexico","Japan","Commitments",2019,0.05253
"14208","Mexico","Japan","Commitments",2019,0.019205
"14210","Mexico","Japan","Commitments",2019,0.005015
"14211","Pakistan","Japan","Commitments",2019,2.29265
"14212","Pakistan","Japan","Commitments",2019,8.711928
"14213","Pakistan","Japan","Commitments",2019,2.401767
"14217","Pakistan","Japan","Commitments",2019,0.001446
"14222","Pakistan","Japan","Commitments",2019,0.032008
"14225","Philippines","Japan","Commitments",2019,2.33585
"14226","Philippines","Japan","Commitments",2019,0.009723
"14227","Philippines","Japan","Commitments",2019,0.255323
"14234","Philippines","Japan","Commitments",2019,0.015033
"14236","Philippines","Japan","Commitments",2019,0.043863
"14241","South Africa","Japan","Commitments",2019,0.133926
"14248","South Africa","Japan","Commitments",2019,0.007254
"14250","South Africa","Japan","Commitments",2019,1.852431
"14253","Thailand","Japan","Commitments",2019,1.026414
"14254","Thailand","Japan","Commitments",2019,0.004634
"14255","Thailand","Japan","Commitments",2019,0.189901
"14259","Thailand","Japan","Commitments",2019,0.014421
"14264","Thailand","Japan","Commitments",2019,1.521952
"14265","Thailand","Japan","Commitments",2019,0.132972
"14266","Thailand","Japan","Commitments",2019,0.273343
"14267","Vietnam","Japan","Commitments",2019,1.834488
"14268","Vietnam","Japan","Commitments",2019,0.005836
"14269","Vietnam","Japan","Commitments",2019,0.037895
"14273","Vietnam","Japan","Commitments",2019,0.044721
"14278","Vietnam","Japan","Commitments",2019,1.629394
"14279","Vietnam","Japan","Commitments",2019,0.058808
"14280","Vietnam","Japan","Commitments",2019,0.014868
"14292","Brazil","Korea","Commitments",2019,0.005148
"14306","China","Korea","Commitments",2019,0.041191
"14319","India","Korea","Commitments",2019,0.045965
"14320","India","Korea","Commitments",2019,0.005148
"14322","India","Korea","Commitments",2019,0.030035
"14323","Indonesia","Korea","Commitments",2019,8.838968
"14324","Indonesia","Korea","Commitments",2019,0.006497
"14325","Indonesia","Korea","Commitments",2019,0.015546
"14328","Indonesia","Korea","Commitments",2019,0.626176
"14331","Indonesia","Korea","Commitments",2019,0.011477
"14333","Indonesia","Korea","Commitments",2019,0.021351
"14334","Indonesia","Korea","Commitments",2019,0.023336
"14335","Indonesia","Korea","Commitments",2019,0.085815
"14336","Indonesia","Korea","Commitments",2019,0.142182
"14348","Mexico","Korea","Commitments",2019,0.018878
"14351","Pakistan","Korea","Commitments",2019,0.114353
"14352","Pakistan","Korea","Commitments",2019,0.01099
"14353","Pakistan","Korea","Commitments",2019,80.036638
"14359","Pakistan","Korea","Commitments",2019,9.5
"14362","Pakistan","Korea","Commitments",2019,0.005148
"14364","Pakistan","Korea","Commitments",2019,0.037808
"14365","Philippines","Korea","Commitments",2019,0.006081
"14366","Philippines","Korea","Commitments",2019,0.006497
"14373","Philippines","Korea","Commitments",2019,0.003704
"14375","Philippines","Korea","Commitments",2019,0.053097
"14376","Philippines","Korea","Commitments",2019,0.006865
"14378","Philippines","Korea","Commitments",2019,0.068525
"14393","Thailand","Korea","Commitments",2019,0.012162
"14404","Thailand","Korea","Commitments",2019,0.025743
"14407","Vietnam","Korea","Commitments",2019,0.006081
"14408","Vietnam","Korea","Commitments",2019,0.01099
"14409","Vietnam","Korea","Commitments",2019,0.124419
"14415","Vietnam","Korea","Commitments",2019,0.129976
"14417","Vietnam","Korea","Commitments",2019,0.236703
"14418","Vietnam","Korea","Commitments",2019,0.250685
"14420","Vietnam","Korea","Commitments",2019,0.3441
"14639","Pakistan","Sweden","Commitments",2019,0.084603
"14713","Brazil","Switzerland","Commitments",2019,0.001509
"14717","China","Switzerland","Commitments",2019,0.045281
"14720","China","Switzerland","Commitments",2019,0.105655
"14726","China","Switzerland","Commitments",2019,0.926746
"14731","India","Switzerland","Commitments",2019,1.479171
"14734","India","Switzerland","Commitments",2019,2.465285
"14740","India","Switzerland","Commitments",2019,1.977921
"14744","Indonesia","Switzerland","Commitments",2019,0.000755
"14756","Indonesia","Switzerland","Commitments",2019,1.43389
"14769","Mexico","Switzerland","Commitments",2019,0.002012
"14805","South Africa","Switzerland","Commitments",2019,0.804991
"14812","South Africa","Switzerland","Commitments",2019,0.503119
"14843","Brazil","UK","Commitments",2019,0.570928
"14844","Brazil","UK","Commitments",2019,1.136267
"14848","Brazil","UK","Commitments",2019,0.004119
"14854","Brazil","UK","Commitments",2019,0.072664
"14857","China","UK","Commitments",2019,0.492023
"14858","China","UK","Commitments",2019,0.027565
"14859","China","UK","Commitments",2019,0.095316
"14861","China","UK","Commitments",2019,1.056861
"14863","China","UK","Commitments",2019,0.197666
"14865","China","UK","Commitments",2019,0.903114
"14866","China","UK","Commitments",2019,0.601296
"14868","China","UK","Commitments",2019,0.027565
"14871","India","UK","Commitments",2019,1.636162
"14873","India","UK","Commitments",2019,2.070872
"14877","India","UK","Commitments",2019,0.134202
"14879","India","UK","Commitments",2019,1.21349
"14880","India","UK","Commitments",2019,2.52429
"14882","India","UK","Commitments",2019,4.272586
"14893","Indonesia","UK","Commitments",2019,0.558089
"14894","Indonesia","UK","Commitments",2019,7.343332
"14895","Indonesia","UK","Commitments",2019,0.014989
"14897","Mexico","UK","Commitments",2019,1.624359
"14900","Mexico","UK","Commitments",2019,2.790087
"14910","Mexico","UK","Commitments",2019,0.08154
"14911","Pakistan","UK","Commitments",2019,0.039561
"14913","Pakistan","UK","Commitments",2019,0.689127
"14919","Pakistan","UK","Commitments",2019,0.005105
"14922","Pakistan","UK","Commitments",2019,5.902956
"14924","Pakistan","UK","Commitments",2019,2.345504
"14933","Philippines","UK","Commitments",2019,0.238578
"14936","Philippines","UK","Commitments",2019,0.037681
"14938","Philippines","UK","Commitments",2019,0.313954
"14948","South Africa","UK","Commitments",2019,0.15226
"14950","South Africa","UK","Commitments",2019,0.065667
"14952","South Africa","UK","Commitments",2019,0.031974
"14964","Thailand","UK","Commitments",2019,0.036887
"14967","Vietnam","UK","Commitments",2019,0.304733
"14978","Vietnam","UK","Commitments",2019,0.035547
"14981","Brazil","USA","Commitments",2019,0.7509
"14983","Brazil","USA","Commitments",2019,1.216423
"14992","Brazil","USA","Commitments",2019,10
"15006","China","USA","Commitments",2019,5.7
"15010","India","USA","Commitments",2019,0.493312
"15011","India","USA","Commitments",2019,6.465637
"15020","India","USA","Commitments",2019,2.745639
"15025","Indonesia","USA","Commitments",2019,2.249999
"15034","Indonesia","USA","Commitments",2019,21.186184
"15036","Indonesia","USA","Commitments",2019,0.100499
"15048","Mexico","USA","Commitments",2019,6.161946
"15051","Pakistan","USA","Commitments",2019,3.675967
"15053","Pakistan","USA","Commitments",2019,24.603406
"15076","Philippines","USA","Commitments",2019,15.720235
"15088","South Africa","USA","Commitments",2019,0.15
"15109","Vietnam","USA","Commitments",2019,19.070464
"15118","Vietnam","USA","Commitments",2019,28.390299
"15130","Brazil","Australia","Disbursements",2019,0.005891
"15149","India","Australia","Disbursements",2019,0.312266
"15151","India","Australia","Disbursements",2019,0.155009
"15157","India","Australia","Disbursements",2019,0.855868
"15162","India","Australia","Disbursements",2019,0.17843
"15163","Indonesia","Australia","Disbursements",2019,2.020152
"15165","Indonesia","Australia","Disbursements",2019,1.279286
"15174","Indonesia","Australia","Disbursements",2019,1.844051
"15176","Indonesia","Australia","Disbursements",2019,1.261438
"15193","Pakistan","Australia","Disbursements",2019,0.632321
"15202","Pakistan","Australia","Disbursements",2019,0.011082
"15204","Pakistan","Australia","Disbursements",2019,0.017127
"15205","Philippines","Australia","Disbursements",2019,0.802257
"15207","Philippines","Australia","Disbursements",2019,0.02026
"15216","Philippines","Australia","Disbursements",2019,0.186358
"15218","Philippines","Australia","Disbursements",2019,0.114056
"15228","South Africa","Australia","Disbursements",2019,0.00019
"15231","South Africa","Australia","Disbursements",2019,0.248956
"15233","Thailand","Australia","Disbursements",2019,0.027973
"15247","Vietnam","Australia","Disbursements",2019,2.229486
"15249","Vietnam","Australia","Disbursements",2019,0.050649
"15258","Vietnam","Australia","Disbursements",2019,0.094939
"15260","Vietnam","Australia","Disbursements",2019,0.085576
"15272","Brazil","Canada","Disbursements",2019,0.037639
"15286","China","Canada","Disbursements",2019,0.981329
"15300","India","Canada","Disbursements",2019,0.186393
"15301","India","Canada","Disbursements",2019,0.042798
"15303","Indonesia","Canada","Disbursements",2019,0.93383
"15305","Indonesia","Canada","Disbursements",2019,0.724639
"15312","Indonesia","Canada","Disbursements",2019,1.179344
"15314","Indonesia","Canada","Disbursements",2019,0.009195
"15315","Indonesia","Canada","Disbursements",2019,0.24738
"15317","Mexico","Canada","Disbursements",2019,0.071967
"15322","Mexico","Canada","Disbursements",2019,0.719668
"15326","Mexico","Canada","Disbursements",2019,0.063967
"15328","Mexico","Canada","Disbursements",2019,0.613327
"15342","Pakistan","Canada","Disbursements",2019,0.021051
"15356","Philippines","Canada","Disbursements",2019,0.513618
"15370","South Africa","Canada","Disbursements",2019,0.012467
"15372","South Africa","Canada","Disbursements",2019,0.040501
"15386","Thailand","Canada","Disbursements",2019,0.020756
"15398","Vietnam","Canada","Disbursements",2019,0.105501
"15400","Vietnam","Canada","Disbursements",2019,0.020756
"15407","Brazil","Denmark","Disbursements",2019,0.628378
"15417","China","Denmark","Disbursements",2019,0.433446
"15426","China","Denmark","Disbursements",2019,0.060911
"15428","China","Denmark","Disbursements",2019,0.420987
"15431","India","Denmark","Disbursements",2019,0.556768
"15433","India","Denmark","Disbursements",2019,0.017969
"15435","India","Denmark","Disbursements",2019,0.179042
"15442","India","Denmark","Disbursements",2019,0.066358
"15445","Indonesia","Denmark","Disbursements",2019,0.505843
"15454","Indonesia","Denmark","Disbursements",2019,2.024843
"15455","Indonesia","Denmark","Disbursements",2019,0.018743
"15456","Indonesia","Denmark","Disbursements",2019,0.050076
"15468","Mexico","Denmark","Disbursements",2019,0.149467
"15501","South Africa","Denmark","Disbursements",2019,0.019792
"15512","South Africa","Denmark","Disbursements",2019,0.357416
"15529","Vietnam","Denmark","Disbursements",2019,0.020279
"15538","Vietnam","Denmark","Disbursements",2019,0.12901
"15540","Vietnam","Denmark","Disbursements",2019,0.079869
"15552","Brazil","France","Disbursements",2019,0.005958
"15554","Brazil","France","Disbursements",2019,0.590965
"15563","China","France","Disbursements",2019,0.255238
"15565","China","France","Disbursements",2019,0.003638
"15566","China","France","Disbursements",2019,0.180466
"15568","China","France","Disbursements",2019,0.870102
"15569","India","France","Disbursements",2019,0.069195
"15571","India","France","Disbursements",2019,16.336064
"15573","India","France","Disbursements",2019,0.0979
"15580","India","France","Disbursements",2019,4.432344
"15582","India","France","Disbursements",2019,0.062016
"15594","Indonesia","France","Disbursements",2019,0.037508
"15599","Mexico","France","Disbursements",2019,0.391677
"15608","Mexico","France","Disbursements",2019,0.022751
"15610","Mexico","France","Disbursements",2019,19.962663
"15622","Pakistan","France","Disbursements",2019,0.193777
"15625","Philippines","France","Disbursements",2019,0.098511
"15636","Philippines","France","Disbursements",2019,0.021299
"15637","Philippines","France","Disbursements",2019,0.017206
"15638","Philippines","France","Disbursements",2019,0.008892
"15649","South Africa","France","Disbursements",2019,0.100747
"15650","South Africa","France","Disbursements",2019,0.255238
"15651","South Africa","France","Disbursements",2019,0.00375
"15652","South Africa","France","Disbursements",2019,0.108963
"15658","Thailand","France","Disbursements",2019,0.018689
